"","Država","Leto","Spremenljivka","Vrednost"
"3094","Zimbabwe",2017,"Trust",0.0953753814101219
"3095","Angola",2017,"Trust",0.0697203353047371
"3096","Afghanistan",2017,"Trust",0.0611578300595284
"3097","Botswana",2017,"Trust",0.0985831990838051
"3098","Benin",2017,"Trust",0.0609290152788162
"3099","Madagascar",2017,"Trust",0.0672319754958153
"3100","Haiti",2017,"Trust",0.0998721495270729
"3101","Yemen",2017,"Trust",0.0567674227058887
"3102","Liberia",2017,"Trust",0.0389482490718365
"3103","Guinea",2017,"Trust",0.110937617719173
"3104","Togo",2017,"Trust",0.0956650152802467
"3105","Rwanda",2017,"Trust",0.455220013856888
"3106","Syria",2017,"Trust",0.151347130537033
"3107","Tanzania",2017,"Trust",0.0660351067781448
"3108","Burundi",2017,"Trust",0.0841479450464249
"3109","Switzerland",2015,"Generosity",0.29678
"3110","Iceland",2015,"Generosity",0.4363
"3111","Denmark",2015,"Generosity",0.34139
"3112","Norway",2015,"Generosity",0.34699
"3113","Canada",2015,"Generosity",0.45811
"3114","Finland",2015,"Generosity",0.23351
"3115","Netherlands",2015,"Generosity",0.4761
"3116","Sweden",2015,"Generosity",0.36262
"3117","New Zealand",2015,"Generosity",0.47501
"3118","Australia",2015,"Generosity",0.43562
"3119","Israel",2015,"Generosity",0.33172
"3120","Costa Rica",2015,"Generosity",0.25497
"3121","Austria",2015,"Generosity",0.33088
"3122","Mexico",2015,"Generosity",0.14074
"3123","United States",2015,"Generosity",0.40105
"3124","Brazil",2015,"Generosity",0.14574
"3125","Luxembourg",2015,"Generosity",0.28034
"3126","Ireland",2015,"Generosity",0.45901
"3127","Belgium",2015,"Generosity",0.2225
"3128","United Arab Emirates",2015,"Generosity",0.26428
"3129","United Kingdom",2015,"Generosity",0.51912
"3130","Venezuela",2015,"Generosity",0.05841
"3131","Singapore",2015,"Generosity",0.31105
"3132","Panama",2015,"Generosity",0.24434
"3133","Germany",2015,"Generosity",0.28214
"3134","Chile",2015,"Generosity",0.33363
"3135","Qatar",2015,"Generosity",0.32573
"3136","France",2015,"Generosity",0.12332
"3137","Argentina",2015,"Generosity",0.11451
"3138","Czech Republic",2015,"Generosity",0.10686
"3139","Uruguay",2015,"Generosity",0.2324
"3140","Colombia",2015,"Generosity",0.18401
"3141","Thailand",2015,"Generosity",0.5763
"3142","Saudi Arabia",2015,"Generosity",0.13706
"3143","Spain",2015,"Generosity",0.18227
"3144","Malta",2015,"Generosity",0.51752
"3145","Taiwan",2015,"Generosity",0.25376
"3146","Kuwait",2015,"Generosity",0.16228
"3147","Trinidad and Tobago",2015,"Generosity",0.31844
"3148","El Salvador",2015,"Generosity",0.10692
"3149","Guatemala",2015,"Generosity",0.27489
"3150","Uzbekistan",2015,"Generosity",0.22837
"3151","Slovakia",2015,"Generosity",0.16893
"3152","Japan",2015,"Generosity",0.10705
"3153","South Korea",2015,"Generosity",0.18557
"3154","Ecuador",2015,"Generosity",0.11541
"3155","Bahrain",2015,"Generosity",0.17362
"3156","Italy",2015,"Generosity",0.22823
"3157","Bolivia",2015,"Generosity",0.20536
"3158","Moldova",2015,"Generosity",0.20951
"3159","Paraguay",2015,"Generosity",0.3424
"3160","Kazakhstan",2015,"Generosity",0.11827
"3161","Slovenia",2015,"Generosity",0.25328
"3162","Lithuania",2015,"Generosity",0.02641
"3163","Nicaragua",2015,"Generosity",0.27815
"3164","Peru",2015,"Generosity",0.14982
"3165","Belarus",2015,"Generosity",0.11046
"3166","Poland",2015,"Generosity",0.16759
"3167","Malaysia",2015,"Generosity",0.33075
"3168","Croatia",2015,"Generosity",0.05444
"3169","Libya",2015,"Generosity",0.18295
"3170","Russia",2015,"Generosity",0.00199
"3171","Jamaica",2015,"Generosity",0.2123
"3172","North Cyprus",2015,"Generosity",0.26169
"3173","Cyprus",2015,"Generosity",0.30638
"3174","Algeria",2015,"Generosity",0.07822
"3175","Kosovo",2015,"Generosity",0.2831
"3176","Turkmenistan",2015,"Generosity",0.16979
"3177","Mauritius",2015,"Generosity",0.37744
"3178","Hong Kong",2015,"Generosity",0.39478
"3179","Estonia",2015,"Generosity",0.0868
"3180","Indonesia",2015,"Generosity",0.51535
"3181","Vietnam",2015,"Generosity",0.1686
"3182","Turkey",2015,"Generosity",0.12253
"3183","Kyrgyzstan",2015,"Generosity",0.3003
"3184","Nigeria",2015,"Generosity",0.27233
"3185","Bhutan",2015,"Generosity",0.47998
"3186","Azerbaijan",2015,"Generosity",0.07799
"3187","Pakistan",2015,"Generosity",0.33671
"3188","Jordan",2015,"Generosity",0.11053
"3189","Montenegro",2015,"Generosity",0.1614
"3190","China",2015,"Generosity",0.08185
"3191","Zambia",2015,"Generosity",0.19591
"3192","Romania",2015,"Generosity",0.13748
"3193","Serbia",2015,"Generosity",0.19231
"3194","Portugal",2015,"Generosity",0.13719
"3195","Latvia",2015,"Generosity",0.18226
"3196","Philippines",2015,"Generosity",0.24991
"3197","Morocco",2015,"Generosity",0.07172
"3198","Macedonia",2015,"Generosity",0.22359
"3199","Albania",2015,"Generosity",0.14272
"3200","Bosnia and Herzegovina",2015,"Generosity",0.24808
"3201","Dominican Republic",2015,"Generosity",0.21684
"3202","Mongolia",2015,"Generosity",0.3323
"3203","Greece",2015,"Generosity",0
"3204","Lebanon",2015,"Generosity",0.21854
"3205","Hungary",2015,"Generosity",0.128
"3206","Honduras",2015,"Generosity",0.23027
"3207","Tajikistan",2015,"Generosity",0.22974
"3208","Tunisia",2015,"Generosity",0.06431
"3209","Palestinian Territories",2015,"Generosity",0.11251
"3210","Bangladesh",2015,"Generosity",0.21222
"3211","Iran",2015,"Generosity",0.38086
"3212","Ukraine",2015,"Generosity",0.15275
"3213","Iraq",2015,"Generosity",0.17922
"3214","South Africa",2015,"Generosity",0.11973
"3215","Ghana",2015,"Generosity",0.23087
"3216","Zimbabwe",2015,"Generosity",0.18987
"3217","Liberia",2015,"Generosity",0.24362
"3218","India",2015,"Generosity",0.26475
"3219","Sudan",2015,"Generosity",0.19062
"3220","Haiti",2015,"Generosity",0.46187
"3221","Congo (Kinshasa)",2015,"Generosity",0.24834
"3222","Nepal",2015,"Generosity",0.32296
"3223","Ethiopia",2015,"Generosity",0.24325
"3224","Sierra Leone",2015,"Generosity",0.21488
"3225","Mauritania",2015,"Generosity",0.219
"3226","Kenya",2015,"Generosity",0.37542
"3227","Armenia",2015,"Generosity",0.07855
"3228","Botswana",2015,"Generosity",0.10461
"3229","Myanmar",2015,"Generosity",0.79588
"3230","Georgia",2015,"Generosity",0.05547
"3231","Malawi",2015,"Generosity",0.33128
"3232","Sri Lanka",2015,"Generosity",0.40828
"3233","Cameroon",2015,"Generosity",0.20618
"3234","Bulgaria",2015,"Generosity",0.11921
"3235","Egypt",2015,"Generosity",0.11291
"3236","Yemen",2015,"Generosity",0.09131
"3237","Angola",2015,"Generosity",0.12344
"3238","Mali",2015,"Generosity",0.18798
"3239","Congo (Brazzaville)",2015,"Generosity",0.12388
"3240","Uganda",2015,"Generosity",0.29066
"3241","Senegal",2015,"Generosity",0.20843
"3242","Gabon",2015,"Generosity",0.06822
"3243","Niger",2015,"Generosity",0.19387
"3244","Cambodia",2015,"Generosity",0.40359
"3245","Tanzania",2015,"Generosity",0.34377
"3246","Madagascar",2015,"Generosity",0.21333
"3247","Chad",2015,"Generosity",0.18386
"3248","Guinea",2015,"Generosity",0.28657
"3249","Ivory Coast",2015,"Generosity",0.20165
"3250","Burkina Faso",2015,"Generosity",0.21747
"3251","Afghanistan",2015,"Generosity",0.3651
"3252","Rwanda",2015,"Generosity",0.22628
"3253","Benin",2015,"Generosity",0.1826
"3254","Syria",2015,"Generosity",0.47179
"3255","Burundi",2015,"Generosity",0.19727
"3256","Togo",2015,"Generosity",0.16681
"3257","Denmark",2016,"Generosity",0.36171
"3258","Switzerland",2016,"Generosity",0.28083
"3259","Iceland",2016,"Generosity",0.47678
"3260","Norway",2016,"Generosity",0.37895
"3261","Finland",2016,"Generosity",0.25492
"3262","Canada",2016,"Generosity",0.44834
"3263","Netherlands",2016,"Generosity",0.47416
"3264","New Zealand",2016,"Generosity",0.49401
"3265","Australia",2016,"Generosity",0.47407
"3266","Sweden",2016,"Generosity",0.38254
"3267","Israel",2016,"Generosity",0.32288
"3268","Austria",2016,"Generosity",0.32865
"3269","United States",2016,"Generosity",0.41077
"3270","Costa Rica",2016,"Generosity",0.22553
"3271","Germany",2016,"Generosity",0.30452
"3272","Brazil",2016,"Generosity",0.15776
"3273","Belgium",2016,"Generosity",0.2424
"3274","Ireland",2016,"Generosity",0.44963
"3275","Luxembourg",2016,"Generosity",0.27571
"3276","Mexico",2016,"Generosity",0.11735
"3277","Singapore",2016,"Generosity",0.32706
"3278","United Kingdom",2016,"Generosity",0.50156
"3279","Chile",2016,"Generosity",0.31595
"3280","Panama",2016,"Generosity",0.2418
"3281","Argentina",2016,"Generosity",0.10989
"3282","Czech Republic",2016,"Generosity",0.09929
"3283","United Arab Emirates",2016,"Generosity",0.26591
"3284","Uruguay",2016,"Generosity",0.18056
"3285","Malta",2016,"Generosity",0.56237
"3286","Colombia",2016,"Generosity",0.15626
"3287","France",2016,"Generosity",0.1216
"3288","Thailand",2016,"Generosity",0.58696
"3289","Saudi Arabia",2016,"Generosity",0.15457
"3290","Taiwan",2016,"Generosity",0.25495
"3291","Qatar",2016,"Generosity",0.32388
"3292","Spain",2016,"Generosity",0.17665
"3293","Algeria",2016,"Generosity",0.07044
"3294","Guatemala",2016,"Generosity",0.28808
"3295","Kuwait",2016,"Generosity",0.15965
"3296","Bahrain",2016,"Generosity",0.17147
"3297","Trinidad and Tobago",2016,"Generosity",0.31935
"3298","Venezuela",2016,"Generosity",0.0425
"3299","Slovakia",2016,"Generosity",0.13837
"3300","El Salvador",2016,"Generosity",0.08877
"3301","Malaysia",2016,"Generosity",0.41474
"3302","Nicaragua",2016,"Generosity",0.29773
"3303","Uzbekistan",2016,"Generosity",0.34326
"3304","Italy",2016,"Generosity",0.16684
"3305","Ecuador",2016,"Generosity",0.10074
"3306","Japan",2016,"Generosity",0.10224
"3307","Kazakhstan",2016,"Generosity",0.15011
"3308","Moldova",2016,"Generosity",0.19997
"3309","Russia",2016,"Generosity",0.02736
"3310","Poland",2016,"Generosity",0.14443
"3311","South Korea",2016,"Generosity",0.18824
"3312","Bolivia",2016,"Generosity",0.21698
"3313","Lithuania",2016,"Generosity",0.02025
"3314","Belarus",2016,"Generosity",0.13942
"3315","North Cyprus",2016,"Generosity",0.26322
"3316","Slovenia",2016,"Generosity",0.25738
"3317","Peru",2016,"Generosity",0.14527
"3318","Turkmenistan",2016,"Generosity",0.22567
"3319","Mauritius",2016,"Generosity",0.36951
"3320","Libya",2016,"Generosity",0.17087
"3321","Latvia",2016,"Generosity",0.17445
"3322","Cyprus",2016,"Generosity",0.27906
"3323","Paraguay",2016,"Generosity",0.25296
"3324","Romania",2016,"Generosity",0.12889
"3325","Estonia",2016,"Generosity",0.08423
"3326","Jamaica",2016,"Generosity",0.22245
"3327","Croatia",2016,"Generosity",0.18434
"3328","Hong Kong",2016,"Generosity",0.40097
"3329","Kosovo",2016,"Generosity",0.27992
"3330","Turkey",2016,"Generosity",0.04707
"3331","Indonesia",2016,"Generosity",0.56521
"3332","Jordan",2016,"Generosity",0.14262
"3333","Azerbaijan",2016,"Generosity",0.0564
"3334","Philippines",2016,"Generosity",0.21674
"3335","China",2016,"Generosity",0.04959
"3336","Bhutan",2016,"Generosity",0.48546
"3337","Kyrgyzstan",2016,"Generosity",0.38432
"3338","Serbia",2016,"Generosity",0.20737
"3339","Bosnia and Herzegovina",2016,"Generosity",0.29889
"3340","Montenegro",2016,"Generosity",0.17191
"3341","Dominican Republic",2016,"Generosity",0.21286
"3342","Morocco",2016,"Generosity",0.04053
"3343","Hungary",2016,"Generosity",0.099
"3344","Pakistan",2016,"Generosity",0.31185
"3345","Lebanon",2016,"Generosity",0.23693
"3346","Portugal",2016,"Generosity",0.11691
"3347","Macedonia",2016,"Generosity",0.23507
"3348","Vietnam",2016,"Generosity",0.25075
"3349","Tunisia",2016,"Generosity",0.03936
"3350","Greece",2016,"Generosity",0
"3351","Tajikistan",2016,"Generosity",0.25998
"3352","Mongolia",2016,"Generosity",0.34539
"3353","Nigeria",2016,"Generosity",0.23219
"3354","Honduras",2016,"Generosity",0.2044
"3355","Iran",2016,"Generosity",0.38538
"3356","Zambia",2016,"Generosity",0.17866
"3357","Nepal",2016,"Generosity",0.3816
"3358","Palestinian Territories",2016,"Generosity",0.11154
"3359","Albania",2016,"Generosity",0.1684
"3360","Bangladesh",2016,"Generosity",0.19132
"3361","Sierra Leone",2016,"Generosity",0.23897
"3362","Iraq",2016,"Generosity",0.19589
"3363","Cameroon",2016,"Generosity",0.2268
"3364","Ethiopia",2016,"Generosity",0.29522
"3365","South Africa",2016,"Generosity",0.13656
"3366","Sri Lanka",2016,"Generosity",0.46978
"3367","India",2016,"Generosity",0.25028
"3368","Myanmar",2016,"Generosity",0.81971
"3369","Egypt",2016,"Generosity",0.12706
"3370","Armenia",2016,"Generosity",0.07793
"3371","Kenya",2016,"Generosity",0.41328
"3372","Ukraine",2016,"Generosity",0.20363
"3373","Ghana",2016,"Generosity",0.21203
"3374","Congo (Kinshasa)",2016,"Generosity",0.25458
"3375","Georgia",2016,"Generosity",0.06786
"3376","Congo (Brazzaville)",2016,"Generosity",0.12077
"3377","Senegal",2016,"Generosity",0.19103
"3378","Bulgaria",2016,"Generosity",0.12793
"3379","Mauritania",2016,"Generosity",0.22686
"3380","Zimbabwe",2016,"Generosity",0.18503
"3381","Malawi",2016,"Generosity",0.30968
"3382","Sudan",2016,"Generosity",0.18077
"3383","Gabon",2016,"Generosity",0.06244
"3384","Mali",2016,"Generosity",0.21064
"3385","Haiti",2016,"Generosity",0.47958
"3386","Botswana",2016,"Generosity",0.12425
"3387","Ivory Coast",2016,"Generosity",0.20338
"3388","Cambodia",2016,"Generosity",0.40339
"3389","Angola",2016,"Generosity",0.12071
"3390","Niger",2016,"Generosity",0.2097
"3391","Chad",2016,"Generosity",0.18667
"3392","Burkina Faso",2016,"Generosity",0.24353
"3393","Uganda",2016,"Generosity",0.27102
"3394","Yemen",2016,"Generosity",0.09821
"3395","Madagascar",2016,"Generosity",0.2204
"3396","Tanzania",2016,"Generosity",0.31472
"3397","Liberia",2016,"Generosity",0.24063
"3398","Guinea",2016,"Generosity",0.29914
"3399","Rwanda",2016,"Generosity",0.23552
"3400","Benin",2016,"Generosity",0.2018
"3401","Afghanistan",2016,"Generosity",0.31268
"3402","Togo",2016,"Generosity",0.17517
"3403","Syria",2016,"Generosity",0.48397
"3404","Burundi",2016,"Generosity",0.2029
"3405","Norway",2017,"Generosity",0.36201223731041
"3406","Denmark",2017,"Generosity",0.355280488729477
"3407","Iceland",2017,"Generosity",0.475540220737457
"3408","Switzerland",2017,"Generosity",0.290549278259277
"3409","Finland",2017,"Generosity",0.24548277258873
"3410","Netherlands",2017,"Generosity",0.470489829778671
"3411","Canada",2017,"Generosity",0.435539722442627
"3412","New Zealand",2017,"Generosity",0.500005125999451
"3413","Sweden",2017,"Generosity",0.385399252176285
"3414","Australia",2017,"Generosity",0.477699249982834
"3415","Israel",2017,"Generosity",0.330082654953003
"3416","Costa Rica",2017,"Generosity",0.214613229036331
"3417","Austria",2017,"Generosity",0.316472321748734
"3418","United States",2017,"Generosity",0.392578780651093
"3419","Ireland",2017,"Generosity",0.42785832285881
"3420","Germany",2017,"Generosity",0.336269170045853
"3421","Belgium",2017,"Generosity",0.231503337621689
"3422","Luxembourg",2017,"Generosity",0.283180981874466
"3423","United Kingdom",2017,"Generosity",0.492774158716202
"3424","Chile",2017,"Generosity",0.326662421226501
"3425","United Arab Emirates",2017,"Generosity",0.3609419465065
"3426","Brazil",2017,"Generosity",0.16234989464283
"3427","Czech Republic",2017,"Generosity",0.0881067588925362
"3428","Argentina",2017,"Generosity",0.109457060694695
"3429","Mexico",2017,"Generosity",0.120990432798862
"3430","Singapore",2017,"Generosity",0.345965981483459
"3431","Malta",2017,"Generosity",0.574730575084686
"3432","Uruguay",2017,"Generosity",0.175096929073334
"3433","Guatemala",2017,"Generosity",0.283488392829895
"3434","Panama",2017,"Generosity",0.21055693924427
"3435","France",2017,"Generosity",0.129762306809425
"3436","Thailand",2017,"Generosity",0.572123110294342
"3437","Taiwan Province of China",2017,"Generosity",0.258360475301743
"3438","Spain",2017,"Generosity",0.190133571624756
"3439","Qatar",2017,"Generosity",0.330473870038986
"3440","Colombia",2017,"Generosity",0.149014472961426
"3441","Saudi Arabia",2017,"Generosity",0.147616013884544
"3442","Trinidad and Tobago",2017,"Generosity",0.325296461582184
"3443","Kuwait",2017,"Generosity",0.228289797902107
"3444","Slovakia",2017,"Generosity",0.136544480919838
"3445","Bahrain",2017,"Generosity",0.172668486833572
"3446","Malaysia",2017,"Generosity",0.416608929634094
"3447","Nicaragua",2017,"Generosity",0.301674216985703
"3448","Ecuador",2017,"Generosity",0.150112465023994
"3449","El Salvador",2017,"Generosity",0.0782579854130745
"3450","Poland",2017,"Generosity",0.158465966582298
"3451","Uzbekistan",2017,"Generosity",0.415983647108078
"3452","Italy",2017,"Generosity",0.17278964817524
"3453","Russia",2017,"Generosity",0.0522638224065304
"3454","Japan",2017,"Generosity",0.12057276815176
"3455","Lithuania",2017,"Generosity",0.010164656676352
"3456","Algeria",2017,"Generosity",0.0694366469979286
"3457","Latvia",2017,"Generosity",0.153074786067009
"3458","South Korea",2017,"Generosity",0.206674367189407
"3459","Moldova",2017,"Generosity",0.208779126405716
"3460","Romania",2017,"Generosity",0.133519917726517
"3461","Bolivia",2017,"Generosity",0.22556072473526
"3462","Turkmenistan",2017,"Generosity",0.24992498755455
"3463","Kazakhstan",2017,"Generosity",0.201964423060417
"3464","North Cyprus",2017,"Generosity",0.266845703125
"3465","Slovenia",2017,"Generosity",0.242649093270302
"3466","Peru",2017,"Generosity",0.126819714903831
"3467","Mauritius",2017,"Generosity",0.360933750867844
"3468","Cyprus",2017,"Generosity",0.271254301071167
"3469","Estonia",2017,"Generosity",0.0988908112049103
"3470","Belarus",2017,"Generosity",0.15513750910759
"3471","Libya",2017,"Generosity",0.152073666453362
"3472","Turkey",2017,"Generosity",0.0466930419206619
"3473","Paraguay",2017,"Generosity",0.224150657653809
"3474","Hong Kong",2017,"Generosity",0.374465793371201
"3475","Philippines",2017,"Generosity",0.193513423204422
"3476","Serbia",2017,"Generosity",0.220125883817673
"3477","Jordan",2017,"Generosity",0.172170460224152
"3478","Hungary",2017,"Generosity",0.0784016624093056
"3479","Jamaica",2017,"Generosity",0.233818337321281
"3480","Croatia",2017,"Generosity",0.248002976179123
"3481","Kosovo",2017,"Generosity",0.319931447505951
"3482","China",2017,"Generosity",0.0288068410009146
"3483","Pakistan",2017,"Generosity",0.315446019172668
"3484","Indonesia",2017,"Generosity",0.611704587936401
"3485","Venezuela",2017,"Generosity",0.0650196298956871
"3486","Montenegro",2017,"Generosity",0.197911024093628
"3487","Morocco",2017,"Generosity",0.0322099551558495
"3488","Azerbaijan",2017,"Generosity",0.0452693402767181
"3489","Dominican Republic",2017,"Generosity",0.186967849731445
"3490","Greece",2017,"Generosity",0
"3491","Lebanon",2017,"Generosity",0.264450758695602
"3492","Portugal",2017,"Generosity",0.0951027125120163
"3493","Bosnia and Herzegovina",2017,"Generosity",0.328867495059967
"3494","Honduras",2017,"Generosity",0.236188873648643
"3495","Macedonia",2017,"Generosity",0.25376096367836
"3496","Vietnam",2017,"Generosity",0.234968051314354
"3497","Nigeria",2017,"Generosity",0.230947196483612
"3498","Tajikistan",2017,"Generosity",0.248997643589973
"3499","Bhutan",2017,"Generosity",0.474054545164108
"3500","Kyrgyzstan",2017,"Generosity",0.42858037352562
"3501","Nepal",2017,"Generosity",0.394096165895462
"3502","Mongolia",2017,"Generosity",0.338464230298996
"3503","South Africa",2017,"Generosity",0.139362379908562
"3504","Tunisia",2017,"Generosity",0.0496933571994305
"3505","Palestinian Territories",2017,"Generosity",0.114173173904419
"3506","Egypt",2017,"Generosity",0.128631442785263
"3507","Bulgaria",2017,"Generosity",0.113177694380283
"3508","Sierra Leone",2017,"Generosity",0.293040901422501
"3509","Cameroon",2017,"Generosity",0.236298456788063
"3510","Iran",2017,"Generosity",0.387242913246155
"3511","Albania",2017,"Generosity",0.201312944293022
"3512","Bangladesh",2017,"Generosity",0.172255352139473
"3513","Kenya",2017,"Generosity",0.444860309362411
"3514","Myanmar",2017,"Generosity",0.838075160980225
"3515","Senegal",2017,"Generosity",0.183468893170357
"3516","Zambia",2017,"Generosity",0.249580144882202
"3517","Iraq",2017,"Generosity",0.19963726401329
"3518","Gabon",2017,"Generosity",0.0437853783369064
"3519","Ethiopia",2017,"Generosity",0.312650740146637
"3520","Sri Lanka",2017,"Generosity",0.490863561630249
"3521","Armenia",2017,"Generosity",0.0834880918264389
"3522","India",2017,"Generosity",0.231538489460945
"3523","Mauritania",2017,"Generosity",0.201870024204254
"3524","Congo (Brazzaville)",2017,"Generosity",0.120852127671242
"3525","Georgia",2017,"Generosity",0.0540088154375553
"3526","Congo (Kinshasa)",2017,"Generosity",0.246455833315849
"3527","Mali",2017,"Generosity",0.183354198932648
"3528","Ivory Coast",2017,"Generosity",0.201237469911575
"3529","Cambodia",2017,"Generosity",0.385922968387604
"3530","Sudan",2017,"Generosity",0.182317450642586
"3531","Ghana",2017,"Generosity",0.256923943758011
"3532","Ukraine",2017,"Generosity",0.270061463117599
"3533","Uganda",2017,"Generosity",0.325766056776047
"3534","Burkina Faso",2017,"Generosity",0.250864684581757
"3535","Niger",2017,"Generosity",0.228673845529556
"3536","Malawi",2017,"Generosity",0.287170469760895
"3537","Chad",2017,"Generosity",0.216113850474358
"3538","Zimbabwe",2017,"Generosity",0.189143493771553
"3539","Angola",2017,"Generosity",0.097926490008831
"3540","Afghanistan",2017,"Generosity",0.311870932579041
"3541","Botswana",2017,"Generosity",0.0993484482169151
"3542","Benin",2017,"Generosity",0.207948461174965
"3543","Madagascar",2017,"Generosity",0.208732530474663
"3544","Haiti",2017,"Generosity",0.489203780889511
"3545","Yemen",2017,"Generosity",0.104125209152699
"3546","Liberia",2017,"Generosity",0.26654988527298
"3547","Guinea",2017,"Generosity",0.264815092086792
"3548","Togo",2017,"Generosity",0.196896150708199
"3549","Rwanda",2017,"Generosity",0.252756029367447
"3550","Syria",2017,"Generosity",0.493663728237152
"3551","Tanzania",2017,"Generosity",0.354256361722946
"3552","Burundi",2017,"Generosity",0.204435184597969
"3553","Switzerland",2015,"Dystopia.Residual",2.51738
"3554","Iceland",2015,"Dystopia.Residual",2.70201
"3555","Denmark",2015,"Dystopia.Residual",2.49204
"3556","Norway",2015,"Dystopia.Residual",2.46531
"3557","Canada",2015,"Dystopia.Residual",2.45176
"3558","Finland",2015,"Dystopia.Residual",2.61955
"3559","Netherlands",2015,"Dystopia.Residual",2.4657
"3560","Sweden",2015,"Dystopia.Residual",2.37119
"3561","New Zealand",2015,"Dystopia.Residual",2.26425
"3562","Australia",2015,"Dystopia.Residual",2.26646
"3563","Israel",2015,"Dystopia.Residual",3.08854
"3564","Costa Rica",2015,"Dystopia.Residual",3.17728
"3565","Austria",2015,"Dystopia.Residual",2.5332
"3566","Mexico",2015,"Dystopia.Residual",3.60214
"3567","United States",2015,"Dystopia.Residual",2.51011
"3568","Brazil",2015,"Dystopia.Residual",3.26001
"3569","Luxembourg",2015,"Dystopia.Residual",1.96961
"3570","Ireland",2015,"Dystopia.Residual",1.9757
"3571","Belgium",2015,"Dystopia.Residual",2.41484
"3572","United Arab Emirates",2015,"Dystopia.Residual",2.24743
"3573","United Kingdom",2015,"Dystopia.Residual",1.96994
"3574","Venezuela",2015,"Dystopia.Residual",3.19131
"3575","Singapore",2015,"Dystopia.Residual",1.88501
"3576","Panama",2015,"Dystopia.Residual",2.84848
"3577","Germany",2015,"Dystopia.Residual",2.11569
"3578","Chile",2015,"Dystopia.Residual",2.67585
"3579","Qatar",2015,"Dystopia.Residual",1.55674
"3580","France",2015,"Dystopia.Residual",2.21126
"3581","Argentina",2015,"Dystopia.Residual",2.836
"3582","Czech Republic",2015,"Dystopia.Residual",2.67782
"3583","Uruguay",2015,"Dystopia.Residual",2.32142
"3584","Colombia",2015,"Dystopia.Residual",2.85737
"3585","Thailand",2015,"Dystopia.Residual",2.31945
"3586","Saudi Arabia",2015,"Dystopia.Residual",2.43872
"3587","Spain",2015,"Dystopia.Residual",2.12367
"3588","Malta",2015,"Dystopia.Residual",1.6488
"3589","Taiwan",2015,"Dystopia.Residual",2.32323
"3590","Kuwait",2015,"Dystopia.Residual",1.87634
"3591","Trinidad and Tobago",2015,"Dystopia.Residual",2.26882
"3592","El Salvador",2015,"Dystopia.Residual",3.035
"3593","Guatemala",2015,"Dystopia.Residual",2.74255
"3594","Uzbekistan",2015,"Dystopia.Residual",2.23741
"3595","Slovakia",2015,"Dystopia.Residual",2.24639
"3596","Japan",2015,"Dystopia.Residual",1.68435
"3597","South Korea",2015,"Dystopia.Residual",2.21978
"3598","Ecuador",2015,"Dystopia.Residual",2.53942
"3599","Bahrain",2015,"Dystopia.Residual",1.73797
"3600","Italy",2015,"Dystopia.Residual",2.02518
"3601","Bolivia",2015,"Dystopia.Residual",2.82334
"3602","Moldova",2015,"Dystopia.Residual",3.10712
"3603","Paraguay",2015,"Dystopia.Residual",2.18896
"3604","Kazakhstan",2015,"Dystopia.Residual",2.24729
"3605","Slovenia",2015,"Dystopia.Residual",1.61583
"3606","Lithuania",2015,"Dystopia.Residual",2.44649
"3607","Nicaragua",2015,"Dystopia.Residual",2.32407
"3608","Peru",2015,"Dystopia.Residual",2.5945
"3609","Belarus",2015,"Dystopia.Residual",2.1309
"3610","Poland",2015,"Dystopia.Residual",1.86565
"3611","Malaysia",2015,"Dystopia.Residual",1.88541
"3612","Croatia",2015,"Dystopia.Residual",2.75414
"3613","Libya",2015,"Dystopia.Residual",2.09066
"3614","Russia",2015,"Dystopia.Residual",2.27394
"3615","Jamaica",2015,"Dystopia.Residual",2.32038
"3616","North Cyprus",2015,"Dystopia.Residual",1.59888
"3617","Cyprus",2015,"Dystopia.Residual",1.88931
"3618","Algeria",2015,"Dystopia.Residual",2.43209
"3619","Kosovo",2015,"Dystopia.Residual",2.76579
"3620","Turkmenistan",2015,"Dystopia.Residual",1.86984
"3621","Mauritius",2015,"Dystopia.Residual",1.76145
"3622","Hong Kong",2015,"Dystopia.Residual",0.65429
"3623","Estonia",2015,"Dystopia.Residual",1.58782
"3624","Indonesia",2015,"Dystopia.Residual",1.86399
"3625","Vietnam",2015,"Dystopia.Residual",2.20173
"3626","Turkey",2015,"Dystopia.Residual",2.08528
"3627","Kyrgyzstan",2015,"Dystopia.Residual",2.2327
"3628","Nigeria",2015,"Dystopia.Residual",2.89319
"3629","Bhutan",2015,"Dystopia.Residual",1.63794
"3630","Azerbaijan",2015,"Dystopia.Residual",2.00073
"3631","Pakistan",2015,"Dystopia.Residual",3.10709
"3632","Jordan",2015,"Dystopia.Residual",1.87996
"3633","Montenegro",2015,"Dystopia.Residual",2.10017
"3634","China",2015,"Dystopia.Residual",1.8604
"3635","Zambia",2015,"Dystopia.Residual",2.6343
"3636","Romania",2015,"Dystopia.Residual",1.93129
"3637","Serbia",2015,"Dystopia.Residual",2.025
"3638","Portugal",2015,"Dystopia.Residual",1.26462
"3639","Latvia",2015,"Dystopia.Residual",1.62215
"3640","Philippines",2015,"Dystopia.Residual",1.7536
"3641","Morocco",2015,"Dystopia.Residual",2.45373
"3642","Macedonia",2015,"Dystopia.Residual",1.73933
"3643","Albania",2015,"Dystopia.Residual",1.89894
"3644","Bosnia and Herzegovina",2015,"Dystopia.Residual",2.06367
